term,definition,POS,notes
измучиться,to become exhausted,v pf,
измыслить,"to invent, to fabricate, to forge",v pf,literary] 
измыслить,"to contrive, to devise",v pf,literary] 
измышление,"fabrication, invention",noun,
измышление,"lie, fabrication",noun,usually plural] 
измышлять,"to invent, to fabricate, to forge",v impf,literary] 
измышлять,"to contrive, to devise",v impf,literary] 
измять,"to rumple, to crumple",v pf,
измяться,to get/become rumpled/crumpled,v pf,
-изна,a noun forming suffix,suffix,
изнанка,"underside, inner side, wrong side, reverse side (of clothing)",noun,
изнасилование,rape (the crime of forcing another person to submit to sexual intercourse against their will),noun,
изнасиловать,"to rape, to violate",v pf,
изначально,"initially, originally, at first, first (at the beginning)",adv,
изначальный,"initial, primordial, pristine",adj,
изнашивать,"to wear out (clothing, footwear, machinery, etc.)",vt impf,
изнеженный,"pampered, spoiled",adj,
изнемогать,"to be exhausted (by), to break down (with), to grow faint (from)",v impf,
изнеможение,"exhaustion, weariness",noun,
изнемочь,"to be exhausted (by), to break down (with), to grow faint (from)",v pf,
изнести,"to carry out, bring forth",v pf,obsolete] 
изнести,"to bring, deliver",v pf,obsolete] 
изнести,"to report, proclaim, declare",v pf,obsolete] 
изнести,"to say, pronounce",v pf,obsolete] 
износ,"wear, deterioration",noun,
износ,rape,noun,slang] 
износить,"to wear out (clothing, footwear, machinery, etc.)",vt pf,
изношенный,"worn-out, threadbare, shabby",adj,
изношенный,depreciated,adj,
изнурительный,"wearisome, wasting, exhausting",adj,
изнурить,"to wear out, to exhaust, to fatigue",v pf,
изнурить,"to overwork, to overdrive",v pf,
изнурять,"to wear out, to exhaust, to fatigue",v impf,
изнурять,"to overwork, to overdrive",v impf,
изнутри,"from within, out of",adv,
изнутри,on the inside,adv,
изнывать,"to pine away, to pine for, to languish",v impf,
изнывать,to be bored to death,v impf,
изныть,"to pine away, to pine for, to languish",v pf,
изныть,to be bored to death,v pf,
изо-,alternative form of из- [used before certain consonant clusters],prefix,
изо,alternative form of из,prep,
изобар,isobar (nuclide),noun,physics] 
изобара,isobar line of constant pressure,noun,
изобилие,"abundance, plenty, profusion, multitude, wealth, plethora",noun,
изобиловать,"to abound, to bristle (to be plentiful)",v impf,
изобиловать,to teem,v impf,
изобиловать,to flow,v impf,
изобиловать,to roll in,v impf,
изобиловать,to be replete,v impf,
изобилующий,"plentiful, rich, rife, abundant",adj,
изобильный,"abundant, plentiful, affluent",adj,
изображать,"to depict, to picture, to portray",v impf,
изображать,"to describe; to represent, to paint",v impf,
изображать,to imitate,v impf,
изображаться,"to show, to appear",v impf,
изображение,"image, picture, illustration, figure",noun,
изобразительный,"graphic, figurative",adj,
изобразить,"to depict, to picture, to portray",v pf,
изобразить,"to describe; to represent, to paint",v pf,
изобразить,to imitate,v pf,
изобразиться,"to show, to appear",v pf,
изобрести,to invent,v pf,
изобрести,"to devise, to contrive",v pf,
изобретатель,inventor (inventor),noun,
изобретательность,"inventiveness, ingenuity, resourcefulness",noun,
изобретательный,inventive,adj,
изобретать,to invent (design a new process or mechanism),v impf,
изобретать,"to devise, to contrive",v impf,
изобретение,invention,noun,
изогипса,"isohypse (a line on a map connecting points of both equal height and equal barometric pressure, such as an isobar on a constant height chart)",noun,
изогнутый,"bent, curved",adj,
изогнуть,"to bend, to curve, to crook",v pf,
изогнуться,"to bend, to curve",v pf,
изодрать,"to rend, to tear [badly]",v pf,
изодрать,to scratch all over,v pf,
изойти,"to be drained of, to shed a lot of (blood, tears, etc.)",v pf,
изойти,"to expire, to come to an end",v pf,dated] 
изолированный,"isolated, separate, solitary",adj,
изолированный,insulated,adj,engineering] 
изолировать,"to isolate (from), to quarantine",v both,
изолировать,to insulate,v both,
изолят,isolate,noun,biology] 
изолятор,insulator,noun,engineering] 
изолятор,"isolation ward, infirmary",noun,
изолятор,jail,noun,
изоляция,isolation,noun,
изоляция,insulation,noun,
изомер,isomer,noun,"chemistry, nuclear physics] "
изомерия,isomerism,noun,"chemistry, nuclear physics] "
изомерный,isomeric,adj,
изорвать,"to rip up, to tear up, to tear to pieces",v pf,
изорвать,to tear in many places,v pf,
изотерма,isotherm,noun,
изотоп,isotope,noun,chemistry] 
изощрённость,"sophistication, refinement",noun,
изощрённость,"intricacy, convolutedness",noun,
изощрённый,"highly sensitive, keen",adj,
изощрённый,"refined, subtle, ingenious, sophisticated, convoluted",adj,
изощрить,"to cultivate, to refine, to make perfect",v pf,
изощрять,"to cultivate, to refine, to make perfect",v impf,
из-под,from under,prep,
из-под,"As a designation of former use, from",prep,
изразец,ceramic tile,noun,
Израиль,Израиль (country),prop,inanimate] 
Израиль,given name,prop,animate] 
израильский,Israeli,adj,
израильтянин,Israeli (person from Israel or of Israeli descent.),noun,
израильтянка,an Israeli [female],noun,
изранить,to injure [gravely or in many places],v pf,
израсходовать,"to spend, to expend",v pf,
израсходовать,"to consume, to use up",v pf,
израсходоваться,"to spend, to lay out money",v pf,colloquial] 
израсходоваться,"to be used (up), to be spent/consumed",v pf,
изредка,"rarely, seldom",adv,
изредка,"from time to time, occasionally",adv,
изрезать,to cut into many pieces,v pf,
изрезать,to use up by cutting into pieces,v pf,
изрезать,"to cut up [with a knife or dagger, making many wounds]",v pf,colloquial] 
изрезать,"to break up in many places, to make rugged or uneven (e.g. a coastline, terrain, one's face)",v pf,"figurative, literary] "
изрезать,alternative form of изрезывать,v impf,colloquial] 
изрезывать,to cut into many pieces,v impf,
изрезывать,to use up by cutting into pieces,v impf,
изрезывать,"to cut up [with a knife or dagger, making many wounds]",v impf,colloquial] 
изрезывать,"to break up in many places, to make rugged or uneven (e.g. a coastline, terrain, one's face)",v impf,"figurative, literary] "
изрекать,"to utter, to speak solemnly / pompously",v impf,"poetic, archaic] "
изрекать,"to mouth, to say",v impf,colloquial] 
изречение,"apophthegm, dictum, saying",noun,
изречь,"to utter, to speak solemnly / pompously",v pf,"poetic, archaic] "
изречь,"to mouth, to say",v pf,colloquial] 
изрешетить,"to cover completely in holes, to pierce in many places, to riddle",v pf,also impersonal] 
изрешечивать,"to cover completely in holes, to pierce in many places, to riddle",v impf,also impersonal] 
изрывать,to dig up,v impf,
изрывать,"to rifle through, to search through (all of something)",v impf,"low colloquial, figurative] "
изрывать,"to rip up, to tear up, to tear to pieces",v impf,
изрывать,to tear in many places,v impf,
изрыгать,"to belch, to disgorge, to spew out",v impf,
изрыть,to dig up,v impf,
изрыть,"to rifle through, to search through (all of something)",v impf,"low colloquial, figurative] "
изрядно,"fairly, considerably, very",adv,
изрядный,"considerable, sizeable, fair",adj,
изрядный,good,adj,dated] 
изувечивать,"to maim, to mutilate",v impf,
изувечить,"to maim, to mutilate",v pf,
изумительнее,comparative of изумительный,adv,
изумительнее,comparative of изумительно,adv,
изумительно,"amazingly, marvellously, lovely",adv,
изумительный,"amazing, stupendous, wonderful",adj,
изумить,"to amaze, to astound, to astonish, to strike (to fill with surprise)",v pf,
изумиться,"to be amazed, to be astonished, to be surprised, to marvel (at)",v pf,
изумление,"amazement, astonishment, awe",noun,
изумлённо,in a wondering manner,adv,
изумлённо,"in an amazed, astonished, surprised manner",adv,
изумлённый,"amazed, astonished, surprised, dumbfounded [experiencing amazement, astonishment or surprise; of a person]",adj,
изумлённый,"amazed, astonished, surprised, dumbfounded [expressing amazement, astonishment or surprise; of a look, face, tone, etc.; inanimate]",adj,
изумлять,"to amaze, to astound, to astonish, to strike (to fill with surprise)",v impf,
изумляться,"to be amazed, to be astonished, to be surprised, to marvel (at)",v impf,
изумруд,emerald,noun,
изумрудный,emerald,adj,relational] 
изумрудный,emerald (color),adj,
изуродовать,"to disfigure, to deform, to mar",v pf,
изуродовать,"to mutilate, to maim, to cripple",v pf,
изучать,"to study, to learn [implying that an individual or a group is studying or learning something with an in-depth approach]",v impf,
изучать,"to familiarize oneself with, to master",v impf,
изучать,to scrutinize,v impf,
изучение,"studying [of a particular subject], exploration",noun,
изученный,"well-known, familiar",adj,
изучить,"to learn, to study",v pf,
изъедать,"to eat away, to destroy by eating [e.g. of moths, ants]",v impf,
изъедать,"to corrode, to eat into [of acid]",v impf,
изъездить,"to go, to travel all over",v pf,
изъездить,to ruin (e.g. a road) by riding on for too long,v pf,
изъезжать,"to go, to travel all over",v impf,
изъезжать,to ruin (e.g. a road) by riding on for too long,v impf,
изъесть,"to eat away, to destroy by eating [e.g. of moths, ants]",v pf,
изъесть,"to corrode, to eat into [of acid]",v pf,
изъехать,"to go, to travel all over",v pf,
изъявительный,indicative (relating to the indicative mood),adj,grammar] 
изъявить,to express,v pf,literary] 
изъявить,to reveal,v pf,literary] 
изъявлять,to express,v impf,literary] 
изъявлять,to reveal,v impf,literary] 
изъян,"defect, fault, stain, loss, flaw",noun,
изъяснить,"to express, to state",v pf,dated] 
изъясниться,"to express oneself, to explain one's thoughts",v pf,dated or literary] 
изъяснять,"to express, to state",v impf,dated] 
изъясняться,"to express oneself, to explain one's thoughts",v impf,dated or literary] 
изъятие,"withdrawal, removal, immobilization (of currency)",noun,
изъятие,exception,noun,
изъять,"to remove, to withdraw",v pf,
изъять,"to take away, to confiscate",v pf,
изымать,"to remove, to withdraw",v impf,
изымать,"to take away, to confiscate",v impf,
изыск,"extravagance, outlandishness",noun,literary] 
изыскание,"investigation, research, (mining) prospect",noun,
изысканность,"refinement, elegance, grace, daintiness",noun,
изысканный,"refined, elegant",adj,
изысканный,"choice, exquisite",adj,
изыскать,"to find, to discover through diligent searching",v pf,literary] 
изыскивать,"to find, to discover through diligent searching",v impf,literary] 
изюм,raisin,noun,
изюминка,diminutive of изюм: (an individual) raisin,noun,
изюминка,"salt, zest",noun,figuratively] 
изящество,"finesse, refinedness",noun,
изящно,"elegantly, fine, smart",adv,
изящный,"fine, refined",adj,
Иисус,Jesus [biblical character],prop,
Иисус,Joshua [biblical character],prop,
-ий,"forms relational and possessive adjectives from nouns describing animals and people: -'s, -ine, -ian",suffix,
-ий,-ed,suffix,
-ий,"forms adjectives from verbs, verbal nouns and compounds: -ous, -al, etc",suffix,
-ий,forms adjectives and adjectival nouns from some nouns referring to people,suffix,
ий,"Name of the letter Й, й, normally called и краткое",n inan,rare] 
-ийски,"-ly, -cally, -ishly [adverbial suffix]",suffix,
-ийский,"Adjectival suffix forming nouns meaning ""related to X""; variant of -ский: -ian, -an, -ish",suffix,
-ик,"Suffix added to normally masculine nouns to form diminutives, sometimes with a further change in meaning",suffix,
-ик,"Suffix added to normally masculine names to form diminutives, often shortening the name in the process",suffix,
-ик,"Suffix appended to words, especially adjectives, to create masculine agent nouns, usually denoting a profession, performer, place, object, tool or a feature: -er, -or, -ant, -ic, -ist",suffix,
ИК,initialism of инфракрасный,adj,
ИК,initialism of интонационная конструкция,f inan,linguistics] 
-ика,"Suffix appended to words to create a feminine noun, usually denoting a berry plant",suffix,
икать,to hiccup,v impf,
икать,"to pronounce unstressed е as и, to the Standard Russian pronunciation, to rather than as е",v impf,linguistics] 
икебана,ikebana,noun,
икнуть,to hiccup,v pf,
икона,icon,noun,
иконка,diminutive of икона: (a small) icon (religious painting),noun,
иконка,icon (small picture),noun,computing] 
иконопись,icon painting,noun,
иконостас,iconostasis,noun,
икота,hiccup,noun,
икра,"[only singular] roe, spawn [of fish], also small eggs of frogs or other amphibia",noun,
икра,[only singular] caviar [as food],noun,
икра,paste (dish of mushrooms or vegetables minced into small particles),noun,"figuratively, only singular] "
икра,"calf of the leg, [musculus gastrocnemius] gastrocnemius muscle",noun,"usually, in the plural] "
икра,drifting ice floe [especially on a river],noun,obsolete] 
икс,"The Roman letter X, x",noun,
икэбана,ikebana,noun,
ил,"silt, clay, mud, ooze, sludge",noun,
или,or,conj,
или,or else,conj,
или,either,conj,
-илище,alternative form of -́лище,suffix,
иллатив,illative case (grammatical case),noun,linguistics] 
Иллинойс,Иллинойс (state),prop,
Иллирия,Illyria,prop,
иллюзия,illusion (anything that seems to be something that it is not),noun,
иллюзорный,illusory,adj,
иллюминатор,"porthole, viewport, (circular) window (e.g. on an airplane), bullseye",noun,
иллюминация,illumination,noun,
иллюминировать,to illuminate,v both,
иллюминировать,to color (a painting),v both,
иллюстрация,"illustration, picture",noun,
иллюстрация,example,noun,
иллюстрированный,illustrated,adj,
иллюстрировать,to illustrate,v both,
Илона,given name,prop,
иль,"a shortened version of или: or, or else, either",conj,poetic] 
Иль-де-Франс,Иль-де-Франс (region),prop,
Ильин,"Ilya's, Elijah's",adj,
ильм,"elm, wych elm (Ulmus glabra) (tree or wood)",noun,
-ильный,"Used to form adjectives from verbs, especially those in -ить",suffix,
ильхан,ilkhan,noun,
Илья,given name,prop} {m anim,
им.,"named after [usually not translated, see имя]",noun,
имам,imam,noun,Islam] 
имать,"to take, to grasp, to catch, to get, to acquire",v impf,"dated, literary, poetic or ironic] "
имбецил,imbecile,noun,
имбирь,ginger,noun,
имейл,"email (system, message)",noun,
имени,"named after (with genitive) [usually not translated, see имя]",adv,
имение,"estate, manor, domain, property",noun,
именинник,birthday boy/man (someone celebrating their birthday),noun,
именинник,"name-day boy/man (someone celebrating their name day, i.e. the day of the saint who they are named after)",noun,religion] 
именинница,birthday girl/woman (girl or woman celebrating her birthday),noun,
именинница,"name-day girl/woman (girl or woman celebrating her name day, i.e. the day of the saint who she is named after)",noun,religion] 
именины,name day,noun,
именины,birthday,noun,popularly] 
именительный,nominative,adj,grammar] 
именитый,"distinguished, eminent",adj,
именно,"just, exactly, actually; used to emphasize the meaning of the following word or what comes later and sometimes can be rather difficult to translate it in English",adv,
именно,"[usually as ""а именно""] namely, to wit, rather; used to specify something or when listing to specify something",adv,
именно,"indeed, rather; used to emphasize the agreement or confirmation",interj,
именной,"name; nominal, nominative",adj,relational] 
именной,noun,adj,"relational, linguistics] "
именовать,"to call, to name",v impf,
именоваться,to be called,v impf,imperfective only] 
иметь,"to have, to possess",v impf,
иметься,"to be, to be present, to be available, to there is / there are",v impf,
имидж,image (characteristic as perceived by others),noun,
имиджборд,imageboard,noun,
имитатор,imitator,noun,
имитация,"imitation, mimicking (act of imitating)",noun,
имитировать,"to mimic, to imitate",v impf,
имитировать,to simulate,v impf,
Иммануил,given name,prop,
иммигрант,immigrant,noun,
иммигрантка,female immigrant,noun,
иммиграционный,immigration,adj,relational] 
иммиграция,immigration,noun,
иммигрировать,to immigrate (to move in from another country or area),v both,
иммунизация,immunization,noun,
иммунизировать,to immunize,v both,
иммунитет,immunity,noun,
иммунный,immune,adj,
иммуноглобулин,immunoglobulin,noun,
иммунодефицит,immunodeficiency,noun,
иммунодиагностика,immunodiagnosis,noun,medicine] 
иммунолог,immunologist,noun,
иммунологический,immunological,adj,
иммунология,immunology,noun,
иммуноферментный,immunoassay,adj,relational] 
импала,impala,noun,
императив,imperative,noun,
император,emperor,noun,
императорский,"emperor's, empress's; imperial",adj,
императрица,empress,noun,
империализм,"imperialism (the policy of extending power, by force)",noun,
империалист,imperialist,noun,
империалистический,imperialist,adj,
империя,empire,noun,
имперский,imperial,adj,
имперфект,"imperfect, imperfect tense",noun,
импичмент,impeachment (the act of impeaching a public official),noun,
имплементация,implementation,noun,
импликация,implication (logical connective),noun,
импозантно,"imposingly, impressively, strikingly",adv,
импозантный,"grand, spectacular",adj,
импонировать,"to impress (someone), to make an impression (on someone), to appeal (to)",v impf,
импорт,import,noun,
импортёр,importer,noun,
импортировать,to import (to bring in from a foreign country),v both,
импортный,"imported, import",adj,
импотент,impotent (man),noun,
импотентный,impotent,noun,
импотенция,impotence,noun,
импресарио,impresario (a manager or producer in the entertainment industry),m anim,
импрессионизм,impressionism (movement in art),noun,
импрессионист,impressionist,noun,
импровизатор,improviser,noun,
импровизация,improvisation,noun,
импровизированный,"improvised, impromptu",adj,
импровизировать,"to improvise, to extemporize",v impf,
импульс,"urge, incentive",noun,
импульс,"action potential, spike train",noun,
импульс,momentum,noun,
импульс,impulse of force,noun,
импульс,wave packet,noun,
импульс,"pulse, short electric signal",noun,
импульсивный,impulsive,adj,
импульсный,impulse,adj,relational] 
импульсный,pulse; pulsed,adj,relational] 
имущественный,"property, material",adj,relational] 
имущество,"property, belongings",noun,
имущий,"rich, wealthy",adj,
имхо,IMHO (in my humble opinion),adv,
-имый,"Forms the present passive participle of imperfective conjugation-II verbs, i.e. class 4 verbs (ending in -ить) and class 5 verbs (ending in -еть, -ять, -ать), but not including class 1, class 2 or other verbs in -еть, -ять, or -ать",suffix,
-имый,"-able, -ible (added to both imperfective and perfective conjugation-II verbs)",suffix,
имя,"name, first name, Christian name, given name (for inanimate things, see название)",noun,
имя,noun (broad sense),noun,grammar] 
имя-отчество,name and patronymic,noun,colloquial] 
-ин,'s [possessive suffix],suffix,
-ина,suffix appended to nouns to form concrete nouns having the quality of the original noun,suffix,
-ина,-age; suffix appended to verbs to form a noun denoting a result,suffix,
-ина,suffix appended to mass nouns to form a noun denoting an individual item,suffix,
-ина,suffix appended to nouns or adjectives to form a noun denoting a kind of meat,suffix,
-ина,"suffix forming an augmentative, usually informal",suffix,
-ина,"-ness, -th; suffix appended to adjectives to form a (usually abstract) noun denoting a state or quality",suffix,
Инадзава,Инадзава (city),prop} {f inan,
инакомыслие,"dissent, dissidence",noun,
инакомыслие,heterodoxy,noun,
инактивировать,"to inactivate, to block the activity of, to reduce the effectiveness of",v impf,literary] 
инаугурация,inauguration (act of inaugurating),noun,
иначе,"differently, in a different way; otherwise",adv,
иначе,"otherwise, else, or else",adv,
инбус,Allen key (a hex head wrench),noun,
инбусовый,"Allen wrench, Allen key",adj,relational] 
инвалид,"invalid, disabled person",noun,
инвалидка,"invalid, disabled woman",noun,animate] 
инвалидка,a vehicle designed for disabled people,noun,"inanimate, colloquial] "
инвалидность,"invalidism, disability, disablement",noun,
инвалидный,invalid (disabled person); invalid's,adj,relational] 
инвалидный,disabled,adj,
инвектива,invective,noun,
инвентаризация,"inventory, stocktaking; inventory taking, inventory control",noun,
инвентарь,"inventory, stock",noun,
инвенция,invention,noun,music] 
инверсия,inversion,noun,"linguistics, geometry, meteorology] "
инвестирование,"investment, investing",noun,
инвестировать,to invest,v both,
инвестиционный,"investment, investing",adj,relational] 
инвестиция,investment,noun,
инвестор,investor,noun,
инвойс,invoice,noun,
Инга,given name,prop,
ингибировать,to inhibit (a chemical reaction),v impf,chemistry] 
ингибитор,"inhibitor, retarder",noun,
ингредиент,ingredient,noun,
ингуш,Ingush [male],noun,
Ингушетия,Ингушетия (republic),prop,
ингушский,Ingush,adj,
индеветь,to become covered with frost,v impf,
индеец,"Indian, Native American",noun,
индейка,turkey (bird),noun,
индейский,Indian (relating to the aboriginal people of the Americas),adj,
индекс,index,noun,
индексация,indexation,noun,
индексировать,to index (to arrange an index),v impf,
Индиана,Индиана (state),prop,
индианка,"Indian woman (a person from India), masculine equivalent: индиец",noun,
индианка,"Indian woman (a member of one of the indigenous peoples of the Americas), masculine equivalent: индеец",noun,
индивид,individual,noun,
индивидуализм,individualism,noun,
индивидуально,"individually (separately, independently)",adv,
индивидуальность,individuality,noun,
индивидуальный,individual (relating to a single person or thing),adj,
индивидуум,individual,noun,
индиго,indigo,n inan,"dye, color] "
индиго,indigo plant,n inan,
индиец,"Indian, Hindu",noun,
индий,indium,noun,
индийский,"Indian, Hindu, East Indian (relating to India or the East Indians)",adj,
индикатив,indicative,noun,grammar] 
индикатор,indicator,noun,
Индия,Индия (country),prop,
индоевропеец,"an Indo-European (person), a member of the old Indo-European people",noun,
индоевропейский,Indo-European,adj,
Индокитай,Indochina,prop,
индолог,Indologist,noun,
индонезиец,Indonesian (person from Indonesia),noun,
индонезийка,female Indonesian (person from Indonesia),noun,
индонезийский,Indonesian,adj,
Индонезия,Индонезия (country),prop,
Индостан,Hindustan,prop,
индуизм,Hinduism,noun,
индукция,"induction, inductance",noun,
индульгенция,"indulgence, remission [of sins]",noun,Catholicism] 
индульгенция,"leniency, pardon, forgiveness for any improper act",noun,figurative] 
индус,Hindu (male),noun,
индус,Indian (a man from India),noun,"colloquial, by extension] "
индусский,Hindu,adj,
индустриализация,industrialization,noun,
индустриальный,industrial (relating to industry),adj,
индустрия,industry,noun,
индуцировать,to induce,v both,literary] 
индюк,male turkey (bird),noun,
индюшатина,turkey (meat),noun,
индюшка,female turkey (hen),noun,
индюшонок,"turkey-poult, young turkey",noun,
иней,"hoarfrost, frost, rime",noun,
иней,white hair,noun,figurative] 
инертность,"sluggishness, inactivity, inertia, passivity, inertness",noun,
инертность,inertia,noun,physics] 
инертный,inert,adj,
инертный,"slow, lazy, passive",adj,
инерционный,inertial,adj,
инерция,"inertia, momentum",noun,physics] 
Инесса,given name,prop,
инет,the Internet,noun,colloquial] 
инженер,engineer (person qualified or professionally engaged in engineering),noun,
инженерия,engineering,noun,
инженерно-технический,engineering and technical,adj,
инженерный,"engineers, engineering",adj,relational] 
инжир,fig,noun,
инициал,initial (the first letter of a word or a name),noun,
инициализировать,to initialize,v both,
инициаль,initial (first part of a syllable (onset)),noun,linguistics] 
инициатива,initiative,noun,
инициативный,"initiative, having/taking the initiative, full of initiative",adj,
инициатор,initiator (one who initiates),noun,
инициировать,"to initiate, to institute",v both,
инкассатор,"money collector, collection agent, cash messenger",noun,
инквизитор,inquisitor,noun,
инквизиция,Inquisition (tribunal of the Roman Catholic Church),noun,
инквизиция,Inquisition (harsh or rigorous interrogation),noun,
инкорпорирование,incorporation,noun,
инкорпорировать,to incorporate,v both,literary] 
инкрустация,"incrustation, inlay (process or result)",noun,
инкрустация,"embellishment [in a work of art or literature, or in a speech]",noun,
инкрустирование,"inlaying, incrustation",noun,
инкрустировать,"to incrust, to inlay",v both,
инкуб,incubus,noun,
инкубатор,"hatcher, incubator, nursery",noun,
инкубация,incubation,noun,
инкубировать,to incubate,v both,
Инна,given name,prop,
инновационный,innovation,adj,relational] 
инновационный,"innovative, ground-breaking",adj,
инновация,innovation (act of innovating),noun,
иноагент,foreign agent,noun,
инобытие,"another form of existence, being",noun,philosophy] 
иноверец,"adherent of a different faith, that is, a non-Christian",noun,"archaic, literary] "
иногда,"sometimes, at times",adv,
иногда,now and then,adv,
иногородний,nonresident [with respect to a given city],adj,
иногородний,non-resident [with respect to a given city],noun,
иногородний,non-Cossack peasant [in non-Cossack regions of Russia before 1917],noun,historical] 
иноземный,foreign,adj,colloquial or dated] 
иной,"other, another, different",determiner,
иной,"some, many a",determiner,
инок,monk,noun,dated] 
иномарка,foreign-made car,noun,colloquial] 
инопланетный,extraterrestrial,adj,
инопланетянин,"alien, extraterrestrial",noun,
инопланетянка,female alien (life form of non-Earth origin),noun,
иноплеменник,person belonging to a different tribe or nation,noun,archaic] 
иноплеменный,"belonging to a different tribe or nation, foreign",adj,
инородец,"non-Russian [the designation of minority nations in imperial Russia; usually of nomadic peoples of the East, such as Buryats, Kalmyks, Kirghiz, Yakuts, etc.]",noun,
инородный,"foreign, alien",adj,
иносказание,allegory,noun,
иностранец,foreigner,noun,
иностранка,foreigner woman,noun,
иностранный,foreign,adj,
иноходь,"amble (an easy gait, especially that of a horse)",noun,
иноязычный,foreign-language,adj,relational] 
инсектицид,insecticide,noun,
инсинуация,insinuation (a suggestion or intimation by distant allusion),noun,
-инский,"Adjectival suffix forming nouns meaning ""related to X""; variant of -ский",suffix,
инспектор,"controller, inspector, surveyor",noun,
инспекция,inspection,noun,
инспекция,organisation intended to carry out inspections,noun,
инсталляция,installation,noun,art] 
инсталляция,(process of) installation,noun,computers] 
инстанция,instance,noun,legal] 
инстанция,authority,noun,military] 
инстанция,"(official) channels, hierarchy",noun,
-инство,"suffix appended to nouns and adjectives to create a neuter abstract noun denoting a quality or state: -ity, -hood, -ness",suffix,
инстинкт,instinct,noun,
инстинктивно,instinctively,adv,
инстинктивный,instinctive,adj,
инстинктивный,"involuntary, unconscious",adj,
институт,institute,noun,
институт,institution,noun,
институт,"college, school (in a university)",noun,
институт,girl’s boarding school,noun,
институтский,institute,adj,relational] 
институциональный,institutional,adj,
инструктаж,"briefing, instruction, instructing; training",noun,
инструктор,"coach, instructor, trainer",noun,
инструкция,"instruction (act of instructing or that which instructs, or with which one is instructed)",noun,
инструмент,tool (mechanical device intended to make a task easier),noun,
инструмент,instrument,noun,
инструментальный,instrumental,adj,music] 
инструментальный,"tool, toolmaking",adj,relational] 
инструментальный,tool,adj,"relational, computing] "
инструментарий,"instruments, tools (collectively), tooling, toolkit, toolset",noun,
инсулин,insulin (polypeptide hormone),noun,
инсульт,"stroke, apoplexy",noun,medicine] 
инсценировать,"to adapt (a literary work) for theater, to film or television; to stage (a literary work)",v both,
инсценировка,staging; direction; dramatization; performance,noun,
инсценировка,pretence,noun,
интеграл,integral,noun,mathematics] 
интегральный,integral,adj,"relational, mathematics] "
интегральный,integrated,adj,"electronics, computing] "
интегральный,"integral, whole",adj,literary] 
интеграционный,integration,adj,relational] 
интеграция,integration (act or process of making whole or entire),noun,
интеграция,integration,noun,mathematics] 
интегрировать,to integrate,v both,
интегрировать,to integrate,v both,mathematics] 
интегрироваться,"to integrate, to acculture (familiarize oneself with a new culture)",v both,
интеллект,"brain, intellect, intelligence, mentality, nous, pate, reason",noun,
интеллектуал,intellectual,noun,
интеллектуальный,"intellectual (belonging to, or performed by, the intellect; mental or cognitive)",adj,
интеллигент,"intellectual (intelligent person, interested in intellectual matters)",noun,
интеллигентка,"female intellectual (intelligent person, interested in intellectual matters)",noun,
интеллигентность,"intelligence, intellectuality",noun,
интеллигентный,"cultured, civilized, refined, educated",adj,
интеллигентский,"intellectual, intelligentsia",adj,relational] 
интеллигентский,intellectualist (characteristic of the supposed doubt and pessimism of intellectuals),adj,pejorative] 
интеллигенция,"intelligentsia, the intellectuals collectively",noun,
интенсивно,intensively,adv,
интенсивно,vigorously,adv,
интенсивность,"intensity, tenseness",noun,
интенсивный,"intensive, intense",adj,
интенсивный,vigorous,adj,
интенсификация,intensification,noun,
интер-,"inter- (among, between)",prefix,
интерактивный,interactive (acting with each other),adj,
интервал,"interval, space (a distance in space or time)",noun,
интервал,interval,noun,music] 
интервенция,"intervention (military), invasion",noun,
интервью,interview,n inan,
интервьюер,interviewer,noun,
интерес,interest,noun,
интереснее,comparative of интересный,adv,
интереснее,comparative of интересно,adv,
интересно,"interestingly, in an interesting manner",adv,
интересно,it is interesting [to someone],pred,
интересно,I wonder [introduces a clause],pred,
интересный,interesting,adj,
интересный,"handsome, attractive",adj,
интересовать,"to interest, to concern",v impf,
интересоваться,to be interested in (+ instrumental case),v impf,
интерлингва,Interlingua (language),noun,
интернат,boarding school,noun,
интернационал,alternative spelling of Интернационал,prop,
Интернационал,Internationale (the traditional hymn of the groups of proletarians) (also lower case),prop,
Интернационал,International (international association of workers) (also lower case),prop,
интернационализм,internationalism,noun,politics] 
интернационализм,internationalism,noun,linguistics] 
интернационалист,internationalist,noun,
интернациональный,international,adj,
интернет,the Internet,noun,
интернет-сайт,website,noun,
интернист,internist,noun,
интерпретатор,expositor,noun,
интерпретатор,interpreter,noun,computing] 
интерпретация,"interpretation, understanding",noun,
интерпретировать,"to interpret, to expound, to construe",v both,
интерсексуальность,intersexuality (physical features of both sexes),noun,
интерсексуальный,"intersexual, intersex",adj,
интерфейс,interface,noun,computing] 
интерференция,interference,noun,physics] 
интерферировать,to interfere,v impf,
интерферометр,interferometer,noun,
интерферометрия,interferometry,noun,
интерферон,interferon,noun,
интерьер,"interior (of a building, room)",noun,
интим,"close, intimate relationship",noun,colloquial] 
интим,intimacy (in a sexual or non-sexual sense),noun,colloquial] 
интим,anything intimate,noun,colloquial] 
интимность,"intimacy (feeling of closeness and openness towards someone else; especially, sexual)",noun,
интимный,intimate,adj,
интифада,intifada,noun,
интонационный,"intonation, prosodic",adj,
интонация,intonation,noun,"linguistics, music] "
интраназальный,intranasal,adj,
интрига,"intrigue, plot [also in literature]",noun,
интрига,scheming,noun,plural] 
