term,definition,POS,notes
führen,"to hold, to have",v,"of a discussion, negotiation, etc.] "
führend,"leading, foremost",adj,
Führer,agent noun of führen,m,
Führer,"guide; a person who assists people by providing information, giving directions, etc",m,
Führer,guidebook; a text which provides information about a topic,m,
Führer,leader; someone who is ahead of others,m,
Führer,leader; someone who determines the actions of a group,m,
Führer,"director, manager, commander; a person in charge of something or someone (chiefly in compounds)",m,
Führer,"driver, pilot; someone who operates a vehicle of some sort (chiefly in compounds)",m,formal] 
Führer,fugue theme; a melody in the form it appears in first in a fugue,m,music] 
Führerhauptquartier,Führer's headquarters,n,
Führerin,feminine equivalent of Führer,f,
Führerprinzip,the principle that a group is entirely subordinated to a leader who has ultimate control over it,n,Nazism] 
Führerschein,"driver's license (US), driver's licence (Aus), driving licence (UK)",m,
Führerstandsmitfahrt,"a film created by placing a camera in the locomotive of a train in order to film from the train conductor's prospective, a type of locomotive phantom ride",f,cinematography] 
Fuhrmann,"carter, carman, teamster [driver of a team of draught animals], drayman, wagoner (male or of unspecified sex)",m,
Fuhrmann,Auriga,m,constellation] 
Fuhrpark,vehicle fleet,m,
Führung,lead,f,
Führung,leadership,f,
Führung,command,f,military] 
Führung,management,f,business] 
Führung,conducted tour,f,
Führung,conduct,f,
Führungskraft,executive,f,
Führungskraft,manager,f,
Führungsposition,leading position,f,
Führungsriege,leadership circles,f,
Führungsrolle,leading role,f,
Fuhrwerk,"cart, wagon (drawn by animals)",n,
Fuhrwerk,"truck, lorry",n,Austria] 
Fulda,Fulda (city),prop} {f,
Füllchen,diminutive of Füllen,n,
Fülle,fullness,f,uncountable] 
Fülle,"plentifulness, abundance",f,uncountable] 
Fülle,"filling, stuffing",f,"countable, cooking, regional, eastern Germany, Austria] "
füllen,to fill,v,
füllen,to stuff,v,cooking] 
Füllen,alternative form of Fohlen,n,dated] 
Füllen,Equuleus,prop} {n,constellation] 
Füller,fountain pen (pen containing a reservoir of ink fed to a writing nib),m,
Füller,filler,m,
Fulleren,fullerene,n,organic chemistry] 
fullerenartig,fullerene-like,adj,organic chemistry] 
Füllfeder,fountain pen,f,
Füllfederhalter,fountain pen,m,
Füllgas,filling gas,n,
Füllhalter,fountain pen,m,
Füllhorn,cornucopia,n,
füllig,bouffant,adj,
füllig,"chubby, corpulent, portly",adj,
Füllmaterial,"stuffing, padding, wadding, filler",n,
Füllsel,"filler, padding",n,
Füllsel,filling,n,cooking] 
Füllstand,fill level,m,
Füllstoff,filler,m,
Füllung,filling,f,
Füllung,stuffing,f,
fulminant,"splendid, furious",adj,
fulminant,fulminant,adj,pathology] 
Fulminat,fulminate,n,
Fulpmes,Fulpmes (municipality),prop} {n,
Fumarole,fumarole,f,
Fummel,drag (clothing),m,colloquial] 
fummelig,"tricky, fiddly, difficult",adj,
fummeln,to fumble (idly touch or nervously handle),v,
fummeln,to fiddle (adjust in order to cover a basic flaw),v,
fummeln,to make out (engage in sexual activities),v,colloquial] 
Fund,"discovery, finding, find (something that is found)",m,
Fundament,foundation,n,
Fundament,base,n,
Fundament,"footing, grounding",n,
fundamental,fundamental,adj,
Fundamentalismus,fundamentalism,m,
Fundamentalist,fundamentalist,m,religion or politics] 
Fundbüro,lost and found,n,
Fündchen,diminutive of Fund,n,
Fundi,fundamentalist,m,"colloquial, especially for a group within the German Green Party] "
fundiert,well-founded,adj,
fündig,"abundant, rich with mineral resources",adj,"geology, mining] "
Fündlein,diminutive of Fund,n,
Fundort,locality,m,
Fundort,habitat,m,
Fundort,site,m,
Fundstätte,"dig, archaeological site",f,archaeology] 
Fundstück,find,n,archaeology] 
Fundus,pool (supply of resources),m,
Fundus,"repository, stock",m,
Fünen,Funen,prop} {n,islands] 
fünf,five (numerical value represented by the Arabic numeral 5; or describing a set with five elements),num,
Fünf,five,f,
fünfbeinig,five-legged,adj,
Fünfeck,pentagon,n,
fünfeckig,"pentagonal, having five corners",adj,
Fünfer,banknote with the value of five (e.g. five euro),m,
Fünfer,"someone or something with the number five (a bus line, a football player, etc.)",m,
Fünfer,"the school mark 5 (mangelhaft in Germany, nicht genügend in Austria)",m,"regional, chiefly southern Germany and Austria] "
fünffach,"fivefold, quintuple",adj,
fünffüßig,five-footed,adj,
Fünfgang-Getriebe,a transmission with five gears,n,
Fünfheber,pentameter,m,
fünfhundert,five hundred,num,
fünfhundertfünfundfünfzig,Five hundred fifty-five,num,
fünfhundertmal,five hundred times,adv,
fünfhundertste,five-hundredth,adj,
fünfjährig,five-year-old,adj,
fünfjährig,quinquennial,adj,
Fünfklang,pentachord,m,
Fünfliber,five-franc coin/piece,m,Switzerland] 
fünfmal,fivefold,adv,
fünfminütig,five-minute,adj,
fünfmonatig,five-month-old,adj,
fünfprozentig,five-percent,adj,
Fünfring,five-membered ring,f,chemistry] 
Fünfring,pentagon,f,
fünfsilbig,pentasyllabic,adj,
Fünfsitzer,"a car with five seats; fiveseater, five-seater, five seater",m,
fünfstellig,"five-figure, five-digit",adj,
fünfstöckig,five-storey,adj,
Fünfstromland,Punjab (border region between Pakistan and India),prop} {n,
fünfstündig,five-weekly,adj,
fünftägig,five-day (attributive),adj,
fünfte,fifth,ordinal num,
fünftel,fifth,adj,
Fünftel,fifth (fraction),n,
fünftürig,five-door (typically of a car),adj,
fünfundachtzig,eighty-five (85),num,
fünfundachtzigste,eighty-seventh,ordinal num,
fünfunddreissig,alternative spelling of fünfunddreißig,num,
fünfunddreißig,thirty-five (35),num,
fünfunddreißigste,thirty-fifth,ordinal num,
fünfundfünfzig,fifty-five (55),num,
fünfundfünfzigste,fifty-fifth,ordinal num,
fünfundneunzig,ninety-five (95),num,
fünfundneunzigste,eighty-seventh,ordinal num,
fünfundsechzig,sixty-five (65),num,
fünfundsechzigste,sixty-fifth,ordinal num,
fünfundsiebzig,seventy-five (75),num,
fünfundsiebzigste,seventy-fifth,ordinal num,
fünfundvierzig,forty-five,num,
fünfundvierzigste,forty-fifth,ordinal num,
fünfundzwanzig,twenty-five,num,
fünfundzwanzigste,twenty-fifth,ordinal num,
fünfwertig,pentavalent,adj,chemistry] 
fünfwöchig,five-weekly,adj,
fünfzehn,fifteen,num,
fünfzehnfach,fifteenfold,adj,
fünfzehnhundert,fifteen hundred,num,
fünfzehnjährig,fifteen-year-old,adj,
fünfzehnmal,fifteenfold,adv,
fünfzehnminütig,fifteen-minute,adj,
fünfzehnmonatig,fifteen-month (attributive),adj,
fünfzehnstündig,fifteen-hour,adj,
fünfzehnte,fifteenth,ordinal num,
fünfzig,fifty,num,
fünfzigfach,fiftyfold,adj,
fünfzigprozentig,fifty-percent,adj,
fünfzigste,fiftieth,ordinal num,
Fünfzylinder,an engine with five cylinders; five-cylinder engine,m,
fungibel,"available, applicable",adj,
fungibel,fungible,adj,
Fungibilität,fungibility,f,
fungieren,act (to behave in a certain way),v,
fungiert,"past participle of fungieren - functioned, officiated",v,
fungizid,fungicidal,adj,
Fungizid,fungicide,n,
Funk,funk (music),m,
Funk,radio,m,
Funkantenne,radio aerial/antenna,f,
Fünkchen,diminutive of Funke,n,
Funke,spark,m,
funkeln,to sparkle,v,
Funkemariechen,alternative form of Funkenmariechen,n,
Funken,alternative form of Funke,m,
funkenfrei,non-sparking,adj,
Funkenmariechen,a particular kind of dancer in Rhenish carnival,n,
Funker,radio operator (male or of unspecified sex),m,
Funkfeuer,radio beacon,n,
Funkgerät,radio set,n,
Funkgerät,two-way radio,n,
Funkgerät,radio transceiver,n,
Fünklein,diminutive of Funke,n,
funklig,"sparkling, scintillating",adj,
Funkloch,dead zone (an area where radio signals or mobile phone signals are blocked or severely reduced),n,
Funkspruch,"radio message, radio call",m,
Funkstille,radio silence,f,literal and figurative] 
Funktion,role,f,
Funktion,feature (beneficial capability of a piece of software),f,computing] 
Funktion,subroutine,f,computing] 
Funktion,function,f,"computing, logic, mathematics] "
funktional,functional (in good working order),adj,
funktionalisieren,To functionalize,v,
funktionalisiert,past participle of funktionalisieren,v,
funktionalisiert,functionalized,adj,
Funktionalismus,functionalism,m,
Funktionalität,functionality,f,
Funktionär,"functionary, official",m,
funktionell,functional,adj,
funktionell,practical,adj,
funktionieren,"to work, function",v,
Funktionsabschluss,closure,m,programming] 
Funktionsbaustein,function block / module,m,computing] 
funktionsfähig,"functioning, working",adj,
Funktionsstörung,malfunction,f,
Funktionsstörung,dysfunction,f,
funktionstüchtig,functional,adj,
funktionstüchtig,"functioning, undamaged",adj,
Funktionswort,function word,n,linguistics] 
Funkuhr,radio clock,f,
Funkverbindung,"radio communication, radio contact",f,
fünsch,angry,adj,
funzelig,"dim, gloomy",adj,
funzen,"To function, to work",v,"colloquial, chiefly slang] "
funzen,To light up an area,v,obsolete] 
funzlig,alternative form of funzelig,adj,
Fuppes,footy; football; soccer (the game as such),m,"colloquial, regional, Rhineland] "
für,for,prep,takes accusative] 
für,"in favor of, in support of",prep,takes accusative] 
für,by the standards of,prep,takes accusative] 
für,on behalf of,prep,takes accusative] 
für,instead of,prep,"takes accusative, colloquial] "
für,in order to (with zu and infinitive),prep,"takes accusative, colloquial, nonstandard] "
fürbass,"onwards, forwards",adv,archaic] 
fürbaß,alternative spelling of fürbass,adv,
Fürbitte,intercession (prayer on behalf of others),f,religion] 
Furche,furrow,f,
Furcht,fear; fright; anxiety,f,
furchtbar,terrible,adj,
furchtbar,"terribly, awfully",adv,
furchtbarer,comparative of furchtbar,adj,
furchtbarsten,superlative of furchtbar,adj,
furchteinflößend,"awesome, awe-inspiring, terrifying",adj,
furchteinflößender,comparative of furchteinflößend,adj,
furchteinflößendsten,superlative of furchteinflößend,adj,
fürchten,to fear,vt,
fürchten,to be afraid,vr,
fürchterlich,frightening,adj,
fürchterlich,"terribly, awfully",adv,
furchterregend,terrifying,adj,
furchtlos,fearless,adj,
Furchtlosigkeit,"fearlessness, dauntlessness, intrepidity",f,
furchtsam,fearful; timid; frightened,adj,"chiefly formal, literary] "
furchtsam,fearsome; frightening,adj,obsolete] 
fürder,"henceforth, in the future",adv,archaic] 
fürderhin,furthermore,adv,dated] 
füreinander,for each other,adv,
Furie,Fury,prop} {f,Roman mythology] 
Furie,fury (An angry or malignant women.),f,
Furier,quartermaster,m,military] 
Furier,"accountant, bookkeeper",m,
furios,furious,adj,
furios,dynamic,adj,
Furlanisch,Friulian,n,
fürn,contraction of für den,contraction,colloquial] 
fürn,contraction of für ein,contraction,colloquial] 
fürn,contraction of für einen,contraction,colloquial] 
Furnier,veneer,n,
furnieren,to veneer,v,
Furore,sensation,f,
für's,alternative form of fürs,contraction,proscribed] 
fürs,"für + das, for the",contraction,
Fürsichtigkeit,"providence, foresight",f,
Fürsorge,"care, solicitude",f,
Fürsorge,welfare,f,
fürsorglich,"caring, solicitous",adj,
Fürsprache,good word; recommendation; advocacy of someone or something,f,with für] 
Fürsprache,intercession of a saint,f,"religion, especially, Roman Catholicism] "
Fürsprecher,advocate,m,
Fürsprecher,lawyer,m,Swiss] 
Fürst,prince (sovereign prince),m,
Fürstenfeld,Fürstenfeld (municipality),prop} {n,
Fürstenthum,obsolete spelling of Fürstentum,n,
Fürstenthumb,obsolete spelling of Fürstentum,n,
Fürstentum,principality (region or sovereign nation headed by a prince),n,
Fürstin,princess,f,
fürstlich,princely,adj,
fürstlich,"lavish, luxuriant",adj,
Fürstprimas,prince primate,m,
Furt,ford,f,
Fürth,Fürth (independent city),prop,
Furunkel,"boil, furuncle",m,
fürwahr,"forsooth, for sure, indeed",adv,dated] 
Fürwort,pronoun,n,
Furz,fart,m,
furzen,to fart,v,
Furzer,farter,m,
furztrocken,Very dry,adj,
Fusel,"hooch, booze (liquor of low quality)",m,"colloquial, derogatory] "
füsilieren,to execute by firing squad,v,dated] 
füsiliert,past participle of füsilieren,v,
Fusion,merger (legal union of two or more corporations into a single entity),f,economics] 
Fusion,"more generally, fusion in some other technical contexts",f,
fusionieren,to fusion,v,
Fusionsbrennstoff,(nuclear) fusion fuel,m,
Fusionsenergie,(nuclear) fusion energy,f,
Fusionsenergiegewinnung,fusion energy production,f,
Fusionsreaktion,(nuclear) fusion reaction,f,
Fusionsreaktor,(nuclear) fusion reactor,m,
Fusionswaffe,(nuclear) fusion weapon (hydrogen bomb),f,
Fuss,alternative spelling of Fuß,m,
Fuß,foot,m,
Fuß,footing,m,
Fuß,pedestal,m,
Fussabdruck,alternative spelling of Fußabdruck,m,
Fußabdruck,footprint,m,
Fussabstreifer,alternative spelling of Fußabstreifer,m,
Fußabstreifer,doormat,m,
Fußach,Fußach (municipality),prop} {n,
Fussangel,alternative spelling of Fußangel,f,
Fußangel,"[mil.] caltrop, mantrap",f,
Fußangel,"trap, pitfall",f,figuratively] 
Fussball,alternative spelling of Fußball,m,
Fußball,the sport of association football; soccer,m,
Fußball,"the ball with which association football is played: a football, a soccer ball",m,
Fußballanhänger,"football supporter, football fan",m,
Fussballanhängerin,football supporter (female),f,"Switzerland, Liechtenstein] "
Fußballanhängerin,football supporter (female),f,
fußballbegeistert,enthusiastic for football,adj,
Fussballen,alternative spelling of Fußballen,m,
Fußballen,ball of the foot,m,anatomy] 
Fußballer,"footballer [British]; football player [Britain], soccer player [US, Canada, Australia]",m,
Fußballfan,"a fan of the sport football (soccer), especially of particular team",m,
Fußballmannschaft,"football team, soccer team",f,
Fußballspiel,"football, soccer",n,
Fußballspiel,"football match, soccer game",n,
Fußballspieler,"footballer, football player, soccer player (male or of unspecified sex)",m,
Fußballspielerin,"female footballer, football player, soccer player",f,
Fußballtennis,football tennis,n,
Fussballtrainer,alternative spelling of Fußballtrainer,m,
Fußballtrainer,coach,m,sports] 
Fussballweltmeisterschaftsqualifikationsspiel,"(Sport) simplified spelling of Fußballweltmeisterschaftsqualifikationsspiel, used when the ß character is unavailable",n,
Fußballweltmeisterschaftsqualifikationsspiel,a football world championship qualification game,n,
Fussbank,alternative spelling of Fußbank,f,
Fußbank,footstool,f,
Fussboden,alternative spelling of Fußboden,m,
Fußboden,floor,m,
Fußboden,flooring,m,
Fußbodenheizung,underfloor heating,f,
Füsschen,alternative spelling of Füßchen,n,
Füßchen,diminutive of Fuß,n,
Fussel,"fluff, lint of fabric, wool, etc",f,
Fusselbart,fuzzy beard,m,
fußeln,to scuttle,v,regional] 
fußeln,"to run fast, hurry",v,regional] 
fußeln,to play footsie,v,Austria] 
füßeln,to play footsie,v,"auxiliary ""haben""] "
füßeln,to scuttle,v,"dated, auxiliary ""sein""] "
füßeln,"to run fast, hurry",v,"dated, auxiliary ""sein""] "
füßeln,to trip somebody up,v,"Austria, auxiliary ""haben""] "
fussen,alternative spelling of fußen,v,
Füssen,Füssen (town),prop} {n,
Fußfall,prostration,m,
Fußfehler,foot fault,m,tennis] 
Fussgänger,alternative spelling of Fußgänger,m,
Fußgänger,"pedestrian, walker (male or of unspecified sex)",m,
Fußgängerstreifen,"pedestrian crossing; crosswalk [US, Australia]",m,Switzerland] 
Fußgängerüberführung,pedestrian overpass,f,
Fußgängerzone,pedestrian zone,f,
Fußgeher,"pedestrian, walker (male or of unspecified sex)",m,Austria] 
Fußgröße,foot size,f,
Fussknöchel,alternative spelling of Fußknöchel,m,
Fußknöchel,ankle,m,
fusskrank,alternative spelling of fußkrank,adj,
fußkrank,"having foot complaints, footsore, lame",adj,
Fusskrankheit,alternative spelling of Fußkrankheit,f,
Fußkrankheit,foot disease,f,
Fusslappen,alternative spelling of Fußlappen,m,
Fußlappen,footwrap,m,
fußläufig,nearby (within walking distance),adj,
Fussmatte,alternative spelling of Fußmatte,f,
Fußmatte,doormat,f,
Fussnagel,alternative spelling of Fußnagel,m,
Fußnagel,toenail,m,
Fussnähe,alternative spelling of Fußnähe,f,
Fußnähe,walking distance,f,
Fussnote,alternative spelling of Fußnote,f,
Fußnote,footnote,f,
Fusspilz,alternative spelling of Fußpilz,m,
Fußpilz,"athlete's foot, tinea pedis",m,
Fußrücken,instep (the arched part of the top of the foot between the toes and the ankle),m,
Fußschemel,footstool,m,
Fusssohle,alternative spelling of Fußsohle,f,
Fußsohle,the sole of the foot,f,
Fußsoldat,"foot soldier, infantryman",m,
Fußspur,footprint,f,
Fussstapfen,alternative spelling of Fußstapfen,m,
Fußstapfen,footsteps,n,
Fußtritt,kick,m,
Fussverletzung,alternative spelling of Fußverletzung,f,
Fußverletzung,foot injury,f,
Fussvolk,alternative spelling of Fußvolk,m,
Fußvolk,infantry,n,military] 
Fußvolk,pedestrian,n,dated] 
Fussweg,alternative spelling of Fußweg,m,
Fußweg,footway,m,
Fußweg,footpath,m,
Futhark,futhark,n,
futieren,alternative spelling of foutieren,v,Switzerland] 
Futon,futon,m,
futsch,"down the drain, gone, away",adj,colloquial] 
Futter,"fodder, food (for animals)",n,
Futter,lining,n,
Futterluke,mouth of a person,f,colloquial] 
Futtermittel,"fodder, feed",n,
futtern,to eat a lot; to guzzle,v,colloquial] 
futtern,alternative form of füttern,v,obsolete] 
füttern,to feed (to give food to),v,
füttern,to line (to cover the inner surface of a garment or bag),v,
Futterpflanze,forage / fodder crop / plant,f,
Futterreißer,"chaff cutter (machine for cutting straw, hay or green fodder into small pieces)",m,"rare, dated] "
Futtersack,nosebag,m,
Futtertrog,"manger, feeding trough",m,
Futterzerreißer,"chaff cutter (machine for cutting straw, hay or green fodder into small pieces)",m,"very rare, dated] "
Futterzusatzstoff,"fodder, feed",m,
Futur,future tense,n,grammar] 
Futurismus,futurism,m,
futuristisch,futuristic,adj,
futuristischer,comparative of futuristisch,adj,
futuristischsten,superlative of futuristisch,adj,
Futurologe,futurologist,m,
Futurologin,female futurologist,f,
Fux,alternative form of Fuchs,m,
FWF,initialism of w:de:Fonds zur Förderung der wissenschaftlichen Forschung (Name of the Austrian Science Fund),prop,"sciences, Austria] "
G,The seventh letter of the German alphabet,letter,
Gaaden,Gaaden (municipality),prop} {n,
Gaal,Gaal (municipality),prop} {n,
Gabardine,gabardine (type of fabric),noun,
Gabe,"gift, present, donation, alms",f,
Gabel,fork,f,
Gabel,pitchfork,f,
Gabel,prong,f,
Gäbelchen,diminutive of Gabel,n,
Gabelfrühstück,brunch,m,dated] 
gabeln,to fork (use a fork to move food to mouth),v,
gabeln,to pitchfork (use a pitchfork to carry),v,
gabeln,to fork; branch; branch out,v,
Gabelreiterin,witch,f,
Gabelstapler,"forklift, lift truck (a small industrial vehicle)",m,
Gabelung,"fork, bifurcation",f,
Gabersdorf,Gabersdorf (municipality),prop} {n,
Gabersdorf,"Wojbórz, Poland",prop} {n,
Gabione,gabion,f,
Gablitz,Gablitz (municipality),prop} {n,
Gabriel,Gabriel (Archangel),prop,
Gabriel,given name,prop,
Gabriela,"given name, a Latinate variant of Gabriele, feminine form of Gabriel",prop,
Gabriele,"given name, feminine form of Gabriel",prop,
gab's,gab es,contraction,
Gabun,Gabon,prop} {n,
Gabuner,Gabonese (A man from Gabon or of Gabonese descent),m,
Gabunerin,Gabonese (A woman from Gabon or of Gabonese descent),f,
gabunisch,"Gabonese (Of, from, or pertaining to Gabon or the Gabonese people)",adj,
gackern,to cackle (to give the loud repetitive cry of a chicken; to laugh in a way reminiscent of this),v,
Gackern,cluck,n,
Gacrux,Gacrux,prop,
Gaden,bungalow,m,Switzerland] 
Gaden,"room, chamber",m,regional or archaic] 
Gadolinit,gadolinite,m,mineral] 
Gadolinium,gadolinium,n,
Gaeltacht,Gaeltacht,f,
gaffen,"to stare at curiously, rubberneck",v,
Gaffer,agent noun of gaffen,m,
Gaffer,"rubberneck, gawker, onlooker (undesired spectator of a scene of crime or accident)",m,colloquial] 
Gaflei,"A village in Triesenberg, Liechtenstein",prop} {?,
Gaflenz,Gaflenz (municipality),prop} {n,
Gag,gag (a joke or other mischievous prank),m,
gaga,gaga,adj,"predicative, colloquial] "
gagausisch,"Gagauz (related to Gagauzia, to the Gagauzians or to the Gagauz language)",adj,
Gagausisch,Gagauz (the Gagauz language),n,
Gage,fee,f,of an artist] 
Gagel,bog-myrtle,m,
Gagelstrauch,bog-myrtle,m,
gähnen,to yawn,v,
Gaianer,"Gaian, Gaian Green",m,
Gaimberg,Gaimberg (municipality),prop} {n,
Gais,Gais (municipality),prop,
Gais,Gais (municipality),prop,
Gaißau,Gaißau (municipality),prop} {n,
Gal.,abbreviation of Galerie,noun,apartment listing] 
Gala,gala,f,
Galago,"galago, bushbaby",m,
galaktisch,galactic,adj,
galant,gallant,adj,
galanter,comparative of galant,adj,
Galanterie,gallantry,f,dated] 
galantesten,superlative of galant,adj,
Galápagos-Pinguin,Galápagos penguin,m,
Galatien,Galatia,prop} {n,
Galaxie,galaxy (huge gravitationally bound system of stars),f,astronomy] 
Galaxiengruppe,galaxy group,f,astronomy] 
Galaxienhaufen,galaxy cluster,m,astronomy] 
Galaxiensuperhaufen,synonym of Superhaufen (super cluster),m,astronomy] 
Galaxis,Galaxy (especially our Milky Way galaxy),f,
Galbanharz,galbanum,n,
Galeere,galley (large vessel for war),f,
Galenit,galena,m,mineral] 
Galerie,gallery,f,
Galerist,gallerist,m,
Galgant,galangal,m,
Galgen,gallows,m,
Galgenhumor,gallows humor,m,
Galgenvogel,good-for-nothing,m,
Galicien,Galicien (autonomous community),prop} {n,
galicisch,Galician (of Galicia in Iberia),adj,
Galicisch,Galician (language),n,
Galiläa,Galiläa (region),prop} {n,
Galionsfigur,figurehead,f,nautical or figuratively] 
Gälisch,Gaelic,n,
Galizien,Galizien (region),prop} {n,
galizisch,Galician (of Galicia in Iberia),adj,
Gallan,gallane (gallium hydride),n,inorganic compound] 
Gallat,gallate,n,organic chemistry] 
Galle,gall,f,
Galle,bile,f,
Gallenblase,gall bladder,f,
Gallenflüssigkeit,bile (fluid),f,
Gallensäure,bile acid,f,biochemistry] 
Gallenstein,gallstone,m,
Gallert,gelatin,n,
gallertartig,gelatinous,adj,
Gallerte,alternative form of Gallert,f,
gallertig,gelatinous,adj,
Gallien,Gaul,prop} {n,
Gallier,Gaul (man (regardless of sex) from Gaul),m,
Gallierin,Gaul (woman from Gaul),f,
gallig,"acerbic, caustic",adj,
gallig,"bitter, embittered",adj,
gallisch,Gaulish (of or pertaining to Gaul),adj,
Gallisch,Gaulish (the language of Gaul),n,
Gallit,gallite,n,mineral] 
Gallium,gallium,n,
Galliumantimonid,gallium antimonide,n,inorganic compound] 
Galliumarsenid,gallium arsenide,n,inorganic compound] 
Galliumarsenidphosphid,gallium arsenide phosphide,n,inorganic compound] 
galliumhaltig,galliferous,adj,
Galliumhydroxid,gallium hydroxide,n,inorganic compound] 
Galliummineral,gallium mineral,n,mineralogy] 
Galliumnitrid,gallium nitride,n,inorganic compound] 
galliumnitridbasiert,gallium nitride-based (semiconductor),adj,
galliumorganisch,organogallium,adj,organic chemistry] 
Galliumphosphid,gallium phosphide,n,inorganic compound] 
galliumreich,gallium-rich,adj,mineralogy] 
Gallneukirchen,Gallneukirchen (municipality),prop} {n,
Gallone,gallon,f,
galloromanisch,Gallo-Roman,adj,
gallorömisch,Gallo-Roman,adj,
Gallspach,Gallspach (municipality),prop} {n,
Gallzein,Gallzein (municipality),prop} {n,
Galmei,calamine,m,mineral] 
Galopp,gallop,m,
galoppieren,to gallop,v,
Galosche,"overshoe, galoshe",f,
Galtür,Galtür (municipality),prop} {n,
Galvanik,electroplating,f,
Galvanikindustrie,electroplating industry,f,
galvanisch,galvanic,adj,
galvanisieren,to galvanize; to coat with a thin layer of metal by electrochemical means; to electroplate,vt,
galvanisiert,past participle of galvanisieren,v,
Galvanisierung,galvanization,f,
Galvanotechnik,electroplating (science and technology of),f,
Gamasche,"spat, legwarmer",f,covering worn over a shoe] 
Gamasche,"fear, angst",f,"North Germany, colloquial, with haben or kriegen] "
Gambia,Gambia,prop} {n,
gambisch,Gambian (of Gambia),adj,
Gambit,"gambit, a form of opening a chess game",n,chess] 
Gambrinismus,beer addiction,m,
gamen,to play a video game,vi,colloquial] 
Gaming,Gaming (municipality),prop} {n,
Gamlitz,Gamlitz (municipality),prop} {n,
Gamma,gamma (Greek letter),n,
Gammastrahl,gamma ray,m,
Gammastrahlenenquelle,gamma ray source,f,
Gammastrahler,gamma ray emitter,m,
Gammastrahlung,gamma radiation,f,
Gammastrahlungsdetektor,gamma ray detector,m,
Gammelfleisch,Spoiled meat,n,
Gammelfleischparty,A party for people over the age of 30,noun,
gammelig,"rotten, old",adj,"somewhat, colloquial] "
gammeln,to become old; to rot,v,of food or figurative] 
gammeln,to bum around; to do nothing productive; to be idle; to live the life of a hobo,v,colloquial] 
Gammler,"hobo, tramp, loafer, long-haired layabout, bum, slacker",m,
Gampern,Gampern (municipality),prop} {n,
Gämse,chamois (Rupicapra rupicapra),f,
Gamut,gamut (colour range available to a monitor or printer),m,
Ganache,ganache (rich cream),f,
Ganasche,lower jaw (of a horse),f,"zootomy, usually, in plural] "
Ganeff,"thief, fraudster, member of the criminal underworld",m,"Austria, slang] "
Gang,"motion, movement, progress",m,
Gang,"way, an instance of walking",m,
Gang,hallway,m,
Gang,gear,m,automobile] 
Gang,course,m,of a meal] 
Gang,"gang (group of criminals, particularly in a North American context)",f,
Gangart,gait (way of walking),f,
gangbar,"passable, accessible",adj,
gangbar,"practicable, feasible",adj,
gängeln,to make walk,v,
gängeln,to straitjacket,v,figuratively] 
Gänger,walker,m,
Ganges,Ganges (river in India and Bangladesh),prop} {m,
gängig,common,adj,
gängiger,comparative of gängig,adj,
gängigsten,superlative of gängig,adj,
Ganglion,ganglion,n,
Gangrän,gangrene (the necrosis or rotting of flesh),f,
Gangster,gangster,m,
Ganja,"ganja, marijuana",n,slang] 
Ganove,"thief, fraudster, member of the criminal underworld",m,slang] 
Gans,goose,f,
Gänschen,diminutive of Gans,n,
Gänschen,gosling,n,
Gänseblümchen,daisy,n,botany] 
Gänsebraten,roast goose,m,
Gänsebrust,goose breast,m,
Gänsefuß,foot of a goose,m,
Gänsefuß,"goosefoot, pigweed (Chenopodium sp.)",m,botany] 
Gänsefuß,"pes anserinus (""goose foot"")",m,anatomy] 
Gänsefüßchen,quotation mark,n,
Gänsehaut,"goose pimples, goose bumps, goose flesh",f,
Gänseküken,gosling,n,
Gänseleber,goose liver,f,
Gänseleberpastete,foie gras,f,
Gänseleberwurst,"goose liverwurst, goose liver sausage",f,
Gänseliesel,"The Goose-Girl, a now-famous statue and fountain in Göttingen, Germany, affectionately called die meistgeküsste Jungfrau der Welt",prop} {f} {n,
Ganser,surname,prop} {mf,
Gänserich,gander,m,
Gänserndorf,Gänserndorf (municipality),prop} {n,
Gänsesäger,common merganser (Mergus merganser),m,
Gansfleisch,goose bumps,n,
Gänslein,"diminutive of Gans; little goose, gosling",n,
Ganter,gander (male goose),m,
gantz,obsolete spelling of ganz,adj,
ganz,entire; whole; complete,adj,
ganz,all [with definite article or determiner],adj,colloquial] 
ganz,whole; intact,adj,colloquial] 
ganz,true; real,adj,in certain combinations] 
ganz,integer (of a number),adj,mathematics] 
ganz,"quite, rather",adv,
ganz,very,adv,
ganz,"wholly, entirely, all",adv,
Gänze,totality,f,
Ganzes,whole,n,
Ganzheit,totality,f,
ganzheitlich,"integral, integrated",adj,
ganzheitlich,wholistic,adj,
ganzjährig,perennial (all year),adj,
gänzlich,"completely, totally, altogether",adv,
gänzlich,fully,adv,
gänzlich,"sheer, stark, outright",adj,
ganzseitig,full-page,adj,
ganztägig,all-day,adj,
ganztägig,full-time,adj,
Ganzzahl,integer (noun),f,arithmetic] 
ganzzahlig,integer,adj,
gar,"cooked, done (of food such as meat or vegetables: ready for consumption)",adj,
gar,at all; even,adv,with a negative] 
gar,even; expressing a climax,adv,chiefly formal or literary] 
gar,all,adv,"chiefly formal or literary, with zu] "
gar,very; quite; really,adv,"Austria, Switzerland, otherwise archaic, poetic] "
Garage,"garage (building used to store cars, tools, etc.)",f,
Garage,"car park, parking garage (building, often with multiple storeys, for vehicles to park in)",f,
Garagentor,garage door,n,
